id,function_name,codeFunctions,originalComment,codeComment
2926,exec,"def exec(self, inputs):
        
        print(""🔎 Searching for relevant documents..."")
        query_embedding, index, texts = inputs
        
        # Search for the most similar document
        distances, indices = index.search(query_embedding, k=1)
        
        # Get the index of the most similar document
        best_idx = indices[0][0]
        distance = distances[0][0]
        
        # Get the corresponding text
        most_relevant_text = texts[best_idx]
        
        return {
            ""text"": most_relevant_text,
            ""index"": best_idx,
            ""distance"": distance
        }",Search the index for similar documents,???Retrieve the most relevant document based on query similarity.???
2927,run_python_node_with_random_import,"def run_python_node_with_random_import():
    
    python_code_with_random = 

    python_node = Python(code=python_code_with_random, model_config=ConfigDict())
    input_data = {""min"": 1, ""max"": 10}
    config = None
    result = python_node.run(input_data, config)
    print(""\nResult with random import:"")
    print(result)",Basic example of running Python node with random import.,??? Execute Python code with random import and print results. ???
2928,mock_env,"def mock_env():
    
    original_env = dict(os.environ)
    test_env = {'AWS_PROFILE': 'test-profile', 'AWS_REGION': 'us-west-2'}
    os.environ.update(test_env)
    yield test_env
    os.environ.clear()
    os.environ.update(original_env)",Create a mock environment with test AWS credentials.,???Temporarily set and restore environment variables for testing.???
2929,store_embedding,"def store_embedding(self, message_data: MessageData) -> None:
        
        try:
            with self.conn.cursor() as cur:
                cur.execute(
                    f,
                    (
                        message_data.message,
                        message_data.embedding,
                        message_data.timestamp,
                        message_data.message_type,
                        message_data.chat_id,
                        message_data.source_interface,
                        message_data.original_query,
                        message_data.original_embedding,
                        message_data.response_type,
                        message_data.key_topics,
                        message_data.tool_call,
                    ),
                )
            self.conn.commit()
            logger.info(""Successfully stored message with metadata in database"")
        except Exception as e:
            logger.error(f""Failed to store message: {str(e)}"")
            raise",Store a message and its embedding in PostgreSQL,???Store message metadata and embedding in database with error handling???
2930,security_issue_tool_spec,"def security_issue_tool_spec(self):
        
        class ToolSpec:
            def __init__(self):
                self.name = ""security_issue_tool""
                self.description = ""This tool will have security issues in its implementation""
                self.input_params = [
                    {""name"": ""command"", ""type"": ""string"", ""description"": ""Command to execute"", ""required"": True}
                ]
                self.output_format = ""Command output""
                self.constraints = [""Be secure"", ""Validate inputs""]
        
        return ToolSpec()",Create a specification for a tool that will trigger security issues.,???Define a tool specification class for a security-focused command execution tool.???
2931,get_optimal_training_config,"def get_optimal_training_config(self) -> Dict[str, Any]:
        
        # Default configs that rely on PyTorch's automatic memory management
        config = {
            ""device_map"": ""auto"",
            ""fp16"": False,
            ""bf16"": False,
            ""gradient_checkpointing"": True,
            ""gradient_accumulation_steps"": 1,
        }
        
        # Enable mixed precision based on hardware support
        if self.cuda_available:
            capability = torch.cuda.get_device_capability()
            if capability[0] >= 8:  # Ampere or newer (supports BF16)
                config[""bf16""] = True
            elif capability[0] >= 7:  # Volta or newer (supports FP16)
                config[""fp16""] = True
                
            # Adjust accumulation steps based on available memory
            vram_gb = self.get_memory_info().get(""vram_total_gb"", 0)
            if vram_gb < 8:  # Small GPUs
                config[""gradient_accumulation_steps""] = 4
            elif vram_gb < 16:  # Medium GPUs
                config[""gradient_accumulation_steps""] = 2
        
        return config",Get recommended configurations for model training based on hardware capabilities.,???Determine optimal training configuration based on GPU capabilities and memory.???
2932,replace_macrons_with_latex_overline,"def replace_macrons_with_latex_overline(text: str) -> str:
    
    result = []
    for char in text:
        if char.isalpha():
            decomposed = unicodedata.normalize(""NFD"", char)
            if len(decomposed) > 1 and decomposed[1] == ""\u0304"":  # Macron accent
                result.append(f""\\overline{{{decomposed[0]}}}"")
            else:
                result.append(char)
        elif char != ""\u0304"":
            result.append(char)
        else:
            result[-1] = f""\\overline{{{result[-1]}}}""

    return """".join(result)",Replace letters with macrons with the LaTeX bar.,???Convert macron-accented characters in text to LaTeX overline format.???
2933,parse_directory,"def parse_directory(self, directory: Path) -> list[ParsedComponent]:
        
        components = []

        for file_path in directory.glob(""**/*.py""):
            # Skip __pycache__ and other hidden directories
            if ""__pycache__"" in file_path.parts or any(
                part.startswith(""."") for part in file_path.parts
            ):
                continue

            try:
                file_components = self.parse_file(file_path)
                components.extend(file_components)
            except Exception as e:
                relative_path = file_path.relative_to(self.project_root)
                console.print(
                    f""[bold red]Error parsing {relative_path}:[/bold red] {e}""
                )

        return components",Parse all Python files in a directory recursively.,"???Recursively parse Python files in a directory, collecting components.???"
2934,get_dom_counters_for_leak_detection,"def get_dom_counters_for_leak_detection() -> typing.Generator[
    T_JSON_DICT, T_JSON_DICT, typing.List[DOMCounter]
]:
    
    cmd_dict: T_JSON_DICT = {
        ""method"": ""Memory.getDOMCountersForLeakDetection"",
    }
    json = yield cmd_dict
    return [DOMCounter.from_json(i) for i in json[""counters""]]",Retruns DOM object counters after preparing renderer for leak detection.,???Generate DOM counters for memory leak detection in a structured format.???
2935,fix_color_format,"def fix_color_format(color: str) -> str:
    
    if not color:
        return """"
    
    color = color.strip().upper()
    if not color.startswith('#'):
        color = f""#{color}""
        
    color = color[1:]
    if len(color) == 3:
        r, g, b = color[0], color[1], color[2]
        return f""#{r}{r}{g}{g}{b}{b}""
    elif len(color) < 6:
        raise ValueError(f""Invalid color format: {color}"")
    elif len(color) > 6:
        color = color[:6]
        
    return f""#{color}""",Fix color format to valid hex code,"???Normalize and validate hex color codes, expanding shorthand and ensuring correct length.???"
2936,set_ignore_certificate_errors,"def set_ignore_certificate_errors(
    ignore: bool,
) -> typing.Generator[T_JSON_DICT, T_JSON_DICT, None]:
    
    params: T_JSON_DICT = dict()
    params[""ignore""] = ignore
    cmd_dict: T_JSON_DICT = {
        ""method"": ""Security.setIgnoreCertificateErrors"",
        ""params"": params,
    }
    json = yield cmd_dict",Enable/disable whether all certificate errors should be ignored.,???Configure security to bypass certificate errors via a command generator.???
2937,get_mutation_prompt,"def get_mutation_prompt(self, task_description: str, order: Literal[""zero-order"", ""first-order""], **kwargs) -> str:
        
        if order == ""zero-order"":
            mutation_prompt = self.generate_mutation_prompt(task_description=task_description)
        elif order == ""first-order"":
            mutation_prompt = random.choice(mutation_prompts)
        else:
            raise ValueError(f""Invalid order: {order}. The order should be either 'zero-order' or 'first-order'."")
        return mutation_prompt",Get the mutation prompt for optimization.,???Determine mutation prompt based on task description and specified order.???
2938,add_commands,"def add_commands(
    subparsers: argparse._SubParsersAction, command_names: typing.List[str] = None
):
    
    all_cmds = Command.list_available()
    if command_names is None:
        logger.warn(""invalid command_names, will add all available commands."")
        command_names = all_cmds
    for cmd in command_names:
        if cmd not in all_cmds:
            raise ValueError(f""command {cmd} not in available commands {all_cmds}"")
        # Command Subclasses doesn't accept init args, so just pass subclass name is OK.
        cls = Command.from_config(cmd)
        cls.add_to_parser(subparsers)",add commands to subparsers,???Add specified or all available commands to a parser using configuration.???
2939,mock_comment_response,"def mock_comment_response():
        
        return MagicMock(
            json=lambda: [
                {
                    ""body"": ""This is a comment."",
                }
            ]
        )",Create a mock response for GitHub issue comments.,???Simulate a mock API response returning a list with a single comment.???
2940,sample_server_config,"def sample_server_config(self):
        
        return STDIOServerConfig(
            name=""sample-server"",
            command=""npx"",
            args=[""-y"", ""@modelcontextprotocol/sample-server""],
            env={""API_KEY"": ""sample-key""},
        )",Create a sample ServerConfig for testing,"???Creates a server configuration with predefined command, arguments, and environment variables.???"
2941,get_inference,"def get_inference(self, topic_id: int) -> Dict[str, Any]:
        
        try:
            response = self._make_request('get_inference_by_topic_id', topic_id)
            return {
                ""topic_id"": topic_id,
                ""inference"": response.inference_data.network_inference_normalized
            }
        except Exception as e:
            raise AlloraAPIError(f""Failed to get inference: {str(e)}"")",Get inference from Allora Network for a specific topic,???Retrieve and return normalized inference data for a given topic ID.???
2942,get_available_actions,"def get_available_actions(self):
        
        html_obj = self._parse_html()

        # Collect search bar, buttons, links, and options as clickables
        search_bar = html_obj.find(id='search_input')
        has_search_bar = True if search_bar is not None else False
        buttons = html_obj.find_all(class_='btn')
        product_links  = html_obj.find_all(class_='product-link')
        buying_options = html_obj.select('input[type=""radio""]')

        self.text_to_clickable = {
            f'{b.get_text()}'.lower(): b
            for b in buttons + product_links
        }
        for opt in buying_options:
            opt_value = opt.get('value')
            self.text_to_clickable[f'{opt_value}'] = opt
        return dict(
            has_search_bar=has_search_bar,
            clickables=list(self.text_to_clickable.keys()),
        )",Returns list of available actions at the current step,???Extracts interactive elements from HTML for user actions mapping.???
2943,_parse_range,"def _parse_range(self, range_str: str) -> Tuple[int, int]:
        
        try:
            if "","" in range_str:
                start, count = range_str.split("","")
                return int(start), int(count)
            return int(range_str), 1
        except ValueError:
            raise ValueError(f""Invalid range format: {range_str}"")","Parse a range string (e.g., 'start,length') into start and count.","???Parse a string to extract numeric range values, handling errors.???"
2944,convert_lora_from_diffusion_pipe_or_something,"def convert_lora_from_diffusion_pipe_or_something(lora_sd: dict[str, torch.Tensor], prefix: str) -> dict[str, torch.Tensor]:
    
    # convert from diffusers(?) to default LoRA
    # Diffusers format: {""diffusion_model.module.name.lora_A.weight"": weight, ""diffusion_model.module.name.lora_B.weight"": weight, ...}
    # default LoRA format: {""prefix_module_name.lora_down.weight"": weight, ""prefix_module_name.lora_up.weight"": weight, ...}

    # note: Diffusers has no alpha, so alpha is set to rank
    new_weights_sd = {}
    lora_dims = {}
    for key, weight in lora_sd.items():
        diffusers_prefix, key_body = key.split(""."", 1)
        if diffusers_prefix != ""diffusion_model"" and diffusers_prefix != ""transformer"":
            print(f""unexpected key: {key} in diffusers format"")
            continue

        new_key = f""{prefix}{key_body}"".replace(""."", ""_"").replace(""_lora_A_"", "".lora_down."").replace(""_lora_B_"", "".lora_up."")
        new_weights_sd[new_key] = weight

        lora_name = new_key.split(""."")[0]  # before first dot
        if lora_name not in lora_dims and ""lora_down"" in new_key:
            lora_dims[lora_name] = weight.shape[0]

    # add alpha with rank
    for lora_name, dim in lora_dims.items():
        new_weights_sd[f""{lora_name}.alpha""] = torch.tensor(dim)

    return new_weights_sd",Convert LoRA weights to the format used by the diffusion pipeline to Musubi Tuner.,???Convert diffusion model weights to default LoRA format with alpha adjustment.???
2945,ask_for_confirmation,"def ask_for_confirmation(message: str) -> bool:
    
    y = (""y"", ""yes"", ""1"")
    n = (""n"", ""no"", ""0"", """")
    full_message = f""{message} (y/n) ""
    while True:
        answer = input(full_message).lower()
        if answer in y:
            return True
        if answer in n:
            return False
        print(f""Invalid input. Must be one of: yes/no/y/n or empty for no"")",Ask user for confirmation with Y/N prompt.,"???Function prompts user for yes/no confirmation, returning True or False.???"
2946,insert_after_symbol,"def insert_after_symbol(
        self,
        name_path: str,
        relative_file_path: str,
        body: str,
        *,
        use_same_indentation: bool = True,
        at_new_line: bool = True,
    ) -> None:
        
        symbol_candidates = self.find_by_name(name_path, within_relative_path=relative_file_path)
        if len(symbol_candidates) == 0:
            raise ValueError(f""No symbol with name {name_path} found in file {relative_file_path}"")
        if len(symbol_candidates) > 1:
            raise ValueError(
                f""Found multiple {len(symbol_candidates)} symbols with name {name_path} in file {relative_file_path}. ""
                f""May be an overwritten variable, in which case you can ignore this error. Proceeding with the last one. ""
                f""Found symbols at locations: \n"" + json.dumps([s.location.to_dict() for s in symbol_candidates], indent=2)
            )
        symbol = symbol_candidates[-1]
        return self.insert_after_symbol_at_location(
            symbol.location, body, at_new_line=at_new_line, use_same_indentation=use_same_indentation
        )",Inserts content after the symbol with the given name in the given file.,"???Insert code snippet after specified symbol in a file, handling multiple matches???"
2947,_handle_execution_result,"def _handle_execution_result(self, container, status_code: int) -> CodeExecutionOutput:
        
        stdout = self._get_container_file(container, f""{self.WORKSPACE_DIR}/output.txt"")
        stderr = self._get_container_file(container, f""{self.WORKSPACE_DIR}/error.txt"")
        files = self._get_created_files(container, self.WORKSPACE_DIR)

        if status_code == 0:
            return CodeExecutionOutput(
                message=""success"",
                stdout=stdout,
                stderr=stderr,
                files=files,
            )

        # Create a more descriptive error message
        error_message = f""Program exited with status code {status_code}""
        if stderr:
            error_message = f""{error_message}\n\nError details:\n{stderr}""

        return CodeExecutionOutput(
            message=""error"",
            error=error_message,
            stdout=stdout,
            stderr=stderr,
            files=files,
        )",Handle the execution result and create appropriate output.,"???Process execution results, returning success or detailed error output.???"
2948,perform_action,"def perform_action(self, action_name: str, kwargs) -> Any:
        
        if action_name not in self.actions:
            raise KeyError(f""Unknown action: {action_name}"")

        # Explicitly reload environment variables
        load_dotenv()
        
        if not self.is_configured(verbose=True):
            raise GroqConfigurationError(""Groq is not properly configured"")

        action = self.actions[action_name]
        errors = action.validate_params(kwargs)
        if errors:
            raise ValueError(f""Invalid parameters: {', '.join(errors)}"")

        # Call the appropriate method based on action name
        method_name = action_name.replace('-', '_')
        method = getattr(self, method_name)
        return method(**kwargs)",Execute a Groq action with validation,???Execute validated action by invoking corresponding method with parameters.???
2949,_preferred_temporality,"def _preferred_temporality(self) -> Dict:
        
        return {
            ""counter"": AggregationTemporality.CUMULATIVE,
            ""up_down_counter"": AggregationTemporality.CUMULATIVE,
            ""observable_counter"": AggregationTemporality.CUMULATIVE,
            ""observable_up_down_counter"": AggregationTemporality.CUMULATIVE,
            ""histogram"": AggregationTemporality.CUMULATIVE,
            ""observable_gauge"": AggregationTemporality.CUMULATIVE,
        }",Returns the preferred temporality for each instrument kind.,"???  
Define default cumulative aggregation temporality for various metric types.  
???"
2950,insert_data,"def insert_data(self, documents: List[dict]):
        
        from azure.core.credentials import AzureKeyCredential
        from azure.search.documents import SearchClient

        search_client = SearchClient(
            endpoint=self.endpoint,
            index_name=self.index_name,
            credential=AzureKeyCredential(self.api_key),
        )

        actions = [
            {
                ""@search.action"": ""upload"" if doc.get(""id"") else ""merge"",
                ""id"": doc.get(""id"", str(uuid.uuid4())),
                ""content"": doc[""text""],
                ""content_vector"": doc[""vector""],
            }
            for doc in documents
        ]

        result = search_client.upload_documents(actions)
        return [x.succeeded for x in result]",Batch insert documents with vector embeddings,???Upload or merge documents into Azure Search index using unique identifiers.???
2951,read_frames,"def read_frames(self, mp4_path: str) -> None:
        
        if not os.path.exists(mp4_path):
            print(f""{mp4_path} doesn't exist."")
            return None
        else:
            # decode the video
            frames = decode_video(mp4_path)
            print(f""There are {len(frames)} frames decoded from {mp4_path} (24fps)."")

            # downsample the frames to align with the annotations
            frames = frames[:: self.annot_sample_rate]
            print(
                f""Videos are annotated every {self.annot_sample_rate} frames. ""
                ""To align with the annotations, ""
                f""downsample the video to {len(frames)} frames.""
            )
            return frames",Read the frames and downsample them to align with the annotations.,"???Check video file existence, decode frames, and downsample to match annotations.???"
2952,_ensure_id_cache,"def _ensure_id_cache(self, ts: TensorState):
        
        if hasattr(self, ""_robot_joint_ids""):
            return

        mjm = self._mj_model
        mjx_m = self._mjx_model

        # ----- robots ----------------------------------------------------
        self._robot_joint_ids, self._robot_act_ids = {}, {}
        for rname in ts.robots:
            full_jnames = [f""{rname}/{jn}"" for jn in self._get_jnames(rname, sort=True)]
            j_ids = [mujoco.mj_name2id(mjm, mujoco.mjtObj.mjOBJ_JOINT, n) for n in full_jnames]
            a_ids = sorted_actuator_ids(mjx_m, f""{rname}/"")
            self._robot_joint_ids[rname] = jnp.asarray(j_ids, dtype=jnp.int32)
            self._robot_act_ids[rname] = jnp.asarray(a_ids, dtype=jnp.int32)

        # ----- objects ---------------------------------------------------
        self._object_joint_ids, self._object_act_ids = {}, {}
        for oname in ts.objects:
            full_jnames = [f""{oname}/{jn}"" for jn in self._get_jnames(oname, sort=True)]
            j_ids = [mujoco.mj_name2id(mjm, mujoco.mjtObj.mjOBJ_JOINT, n) for n in full_jnames]
            a_ids = sorted_actuator_ids(mjx_m, f""{oname}/"")
            self._object_joint_ids[oname] = jnp.asarray(j_ids, dtype=jnp.int32)
            self._object_act_ids[oname] = jnp.asarray(a_ids, dtype=jnp.int32)",Build joint-/actuator-ID lookup tables (one-time per handler).,???Initialize and cache joint and actuator IDs for robots and objects if not already cached.???
2953,_remove_none_values,"def _remove_none_values(d: dict) -> dict:
    
    return {k: v for k, v in d.items() if v is not None}",Remove all None values from a dictionary.,"???  
Filter out dictionary entries with null values.  
???"
2954,inject_gallery_html,"def inject_gallery_html(notebooks_md_path: Path, metadata_yml_path: Path) -> None:
    
    with open(notebooks_md_path, encoding=""utf-8"") as f:
        content = f.read()

    gallery_html = render_gallery_html(metadata_yml_path)

    updated_content = content.replace(""{{ render_gallery(gallery_items) }}"", gallery_html)
    with open(notebooks_md_path, ""w"", encoding=""utf-8"") as f:
        f.write(updated_content)",Generate the index.html file for the notebooks section.,???Replace placeholder in markdown with rendered HTML from metadata.???
2955,validate_path,"def validate_path(self, command: str, path: Path):
        
        # Check if its an absolute path
        if not path.is_absolute():
            suggested_path = Path("""") / path
            raise ToolError(
                f""The path {path} is not an absolute path, it should start with `/`. Maybe you meant {suggested_path}?""
            )
        # Check if path exists
        if not path.exists() and command != ""create"":
            raise ToolError(
                f""The path {path} does not exist. Please provide a valid path.""
            )
        if path.exists() and command == ""create"":
            raise ToolError(
                f""File already exists at: {path}. Cannot overwrite files using command `create`.""
            )
        # Check if the path points to a directory
        if path.is_dir():
            if command != ""view"":
                raise ToolError(
                    f""The path {path} is a directory and only the `view` command can be used on directories""
                )",Check that the path/command combination is valid.,"???Validate file path based on command, ensuring existence and correct usage.???"
2956,parse_relation,"def parse_relation(token: Token) -> Dict[str, Any] | None:
    
    # Remove bullet point if present
    content = token.content.strip()

    # Extract [[target]]
    target = None
    rel_type = ""relates_to""  # default
    context = None

    start = content.find(""[["")
    end = content.find(""]]"")

    if start != -1 and end != -1:
        # Get text before link as relation type
        before = content[:start].strip()
        if before:
            rel_type = before

        # Get target
        target = content[start + 2 : end].strip()

        # Look for context after
        after = content[end + 2 :].strip()
        if after.startswith(""("") and after.endswith("")""):
            context = after[1:-1].strip() or None

    if not target:  # pragma: no cover
        return None

    return {""type"": rel_type, ""target"": target, ""context"": context}",Extract relation parts from token.,"???Parse structured text to extract relationship type, target, and context.???"
2957,_validate_interval,"def _validate_interval(self, interval: str, start_date: datetime) -> str:
        
        if interval not in self.INTERVAL_LIMITS:
            logger.warning(f""Invalid interval: {interval}. Using default: 4h"")
            return ""4h""

        limit = self.INTERVAL_LIMITS[interval]
        if limit != 'max':
            limit_days = int(''.join(filter(str.isdigit, limit)))
            if 'y' in limit:
                limit_days *= 365
            
            date_diff = (datetime.now() - start_date).days
            if date_diff > limit_days:
                logger.warning(f""Interval {interval} only supports {limit} of historical data. Adjusting interval..."")
                return self._get_appropriate_interval(date_diff)
        
        return interval",Validate and adjust the interval based on date range.,???Validate and adjust time interval based on historical data limits???
2958,generate_to_json,"def generate_to_json(self, dict_: str, use_self: bool = True) -> str:
        
        self_ref = ""self."" if use_self else """"
        assign = f""{dict_}['{self.name}'] = ""
        if self.items:
            if self.items.ref:
                assign += f""[i.to_json() for i in {self_ref}{self.py_name}]""
            else:
                assign += f""[i for i in {self_ref}{self.py_name}]""
        else:
            if self.ref:
                assign += f""{self_ref}{self.py_name}.to_json()""
            else:
                assign += f""{self_ref}{self.py_name}""
        if self.optional:
            code = dedent(
                f
            )
        else:
            code = assign
        return code",Generate the code that exports this property to the specified JSON dict.,???Convert object attributes to JSON format with optional self-reference.???
2959,add_project,"def add_project(self, name: str, path: str) -> ProjectConfig:
        
        if name in self.config.projects:  # pragma: no cover
            raise ValueError(f""Project '{name}' already exists"")

        # Ensure the path exists
        project_path = Path(path)
        project_path.mkdir(parents=True, exist_ok=True)  # pragma: no cover

        self.config.projects[name] = str(project_path)
        self.save_config(self.config)
        return ProjectConfig(name=name, home=project_path)",Add a new project to the configuration.,"???Add a new project to configuration, ensuring unique name and valid path.???"
2960,_adjust_head_parameters,"def _adjust_head_parameters(self, cur_state_dict, pretrain_state_dict):
        
        # List of parameters to adjust
        if (
            pretrain_state_dict[""decoder.denoising_class_embed.weight""].size()
            != cur_state_dict[""decoder.denoising_class_embed.weight""].size()
        ):
            del pretrain_state_dict[""decoder.denoising_class_embed.weight""]

        head_param_names = [""decoder.enc_score_head.weight"", ""decoder.enc_score_head.bias""]
        for i in range(8):
            head_param_names.append(f""decoder.dec_score_head.{i}.weight"")
            head_param_names.append(f""decoder.dec_score_head.{i}.bias"")

        adjusted_params = []

        for param_name in head_param_names:
            if param_name in cur_state_dict and param_name in pretrain_state_dict:
                cur_tensor = cur_state_dict[param_name]
                pretrain_tensor = pretrain_state_dict[param_name]
                adjusted_tensor = self.map_class_weights(cur_tensor, pretrain_tensor)
                if adjusted_tensor is not None:
                    pretrain_state_dict[param_name] = adjusted_tensor
                    adjusted_params.append(param_name)
                else:
                    print(f""Cannot adjust parameter '{param_name}' due to size mismatch."")

        return pretrain_state_dict",Adjust head parameters between datasets.,??? Adjusts model parameters by mapping current weights to pretrained weights if compatible. ???
2961,init_communicator,"def init_communicator(self):
        
        # Get the tensor parallel size from the server
        response = requests.get(url)
        if response.status_code == 200:
            tensor_parallel_size = response.json()[""tensor_parallel_size""]
        else:
            raise Exception(f""Request failed: {response.status_code}, {response.text}"")

        world_size = tensor_parallel_size + 1
        self.rank = tensor_parallel_size  # The client's rank is the last process

        # Initialize weight update group
        # In the server side, the host is set to 0.0.0.0
        response = self.session.post(url, json={""host"": ""0.0.0.0"", ""port"": self.group_port, ""world_size"": world_size})
        if response.status_code != 200:
            raise Exception(f""Request failed: {response.status_code}, {response.text}"")

        # Set up the communication group for weight broadcasting
        pg = StatelessProcessGroup.create(host=self.host, port=self.group_port, rank=self.rank, world_size=world_size)
        self.pynccl_comm = PyNcclCommunicator(pg, device=""cuda:0"")",Initializes the weight update group in a distributed setup for model synchronization.,???Initialize distributed communication for tensor parallel processing.???
2962,_load_trajectory,"def _load_trajectory(self, filename: str) -> dict:
        
        test_dir = os.path.dirname(os.path.abspath(__file__))
        traj_path = os.path.join(test_dir, filename)
        
        try:
            with open(traj_path, 'r') as f:
                return json.load(f)
        except (FileNotFoundError, json.JSONDecodeError) as e:
            print_warning(f""Failed to load trajectory file {filename}: {str(e)}"")
            return {""messages"": []}",Load trajectory from JSON file,"???Load trajectory data from a JSON file, handling errors gracefully.???"
2963,_build_request_body,"def _build_request_body(self, input_data: JinaScrapeInputSchema) -> dict[str, Any]:
        
        url = input_data.url or self.url
        if not url:
            raise ToolExecutionException(
                ""No URL provided. Please provide a URL either during node initialization or execution."",
                recoverable=True,
            )

        return {""url"": url}",Build request body according to Jina Reader API specification.,???Constructs a request payload with a validated URL from input data.???
2964,verify_vertex_connection,"def verify_vertex_connection(
    project_id: str,
    location: str = ""us-central1"",
) -> None:
    
    credentials, _ = google.auth.default()
    client = PredictionServiceClient(
        credentials=credentials,
        client_options=ClientOptions(
            api_endpoint=f""{location}-aiplatform.googleapis.com""
        ),
        client_info=get_client_info(),
        transport=initializer.global_config._api_transport,
    )
    request = get_dummy_request(project_id=project_id)
    client.count_tokens(request=request)",Verifies Vertex AI connection with a test Gemini request.,???Establishes a connection to Google AI Platform to verify token count for a project.???
2965,generate_document_embeddings,"def generate_document_embeddings(self) -> bool:
        
        try:
            # Mark step as in progress
            self.progress.mark_step_status(ProcessStep.GENERATE_DOCUMENT_EMBEDDINGS, Status.IN_PROGRESS)
            documents = self.list_documents() 
            for doc in documents:
                doc_id = doc.get(""id"")

                # Directly call document service instead of API
                embedding = document_service.process_document_embedding(doc_id)
                if embedding is None:
                    logger.error(
                        f""Generate document embeddings failed for doc_id: {doc_id}""
                    )
                    self.progress.mark_step_status(ProcessStep.GENERATE_DOCUMENT_EMBEDDINGS, Status.FAILED)
                    return False
                self.progress.mark_step_status(ProcessStep.GENERATE_DOCUMENT_EMBEDDINGS, Status.COMPLETED)
                logger.info(f""Successfully generated embedding for document {doc_id}"") 
            return True
        except Exception as e:
            logger.error(f""Generate document embeddings failed: {str(e)}"")
            self.progress.mark_step_status(ProcessStep.GENERATE_DOCUMENT_EMBEDDINGS, Status.FAILED)
            return False",Process embeddings for all documents,"???Generate embeddings for documents, updating progress and handling errors.???"
2966,write,"def write(self, prefix: str, message: str) -> None:
        
        # Ensure spinner is cleared before printing new lines
        print(""\r"" + "" "" * 80 + ""\r"", end="""") # Clear line heuristically
        print(f""\n{prefix}{message}"")",Print a message with a prefix.,???Clear console line and print formatted message with prefix.???
2967,_load_config,"def _load_config(self) -> None:
        
        if os.path.exists(self.config_path):
            try:
                with open(self.config_path, ""r"", encoding=""utf-8"") as f:
                    self._config = json.load(f)
            except json.JSONDecodeError:
                logger.error(f""Error parsing config file: {self.config_path}"")
                self._config = self._default_config()
        else:
            self._config = self._default_config()
            self._save_config()",Load configuration from file or create default,???Load configuration from file or initialize default settings if file is missing or invalid.???
2968,merge_lora,"def merge_lora(self):
        
        print(f""Loading LoRA checkpoint from {self.lora_name_or_path}..."")
        # Load the LoRA config and model
        config = PeftConfig.from_pretrained(self.lora_name_or_path)
        self.model = PeftModel.from_pretrained(self.model, self.lora_name_or_path)
        
        self.model = self.model.merge_and_unload()",Merge the LoRA model with the base model.,???Load and merge a LoRA model checkpoint into the existing model.???
2969,get_similar_strategies,"def get_similar_strategies(self, query: str, n: int = 5) -> List[Tuple[Strategy, float]]:
        
        if not self.strategies:
            return []
        
        # Extract strategy texts and update vectorizer
        strategy_texts = [s.strategy_text for s in self.strategies]
        if self.vectors is None or len(self.vectors.shape) == 0 or self.vectors.shape[0] != len(strategy_texts):
            try:
                self.vectors = self.vectorizer.fit_transform(strategy_texts)
            except Exception as e:
                logger.error(f""Error creating strategy vectors: {str(e)}"")
                return []
        
        # Convert query to vector and find similarities
        try:
            query_vector = self.vectorizer.transform([query])
            similarities = cosine_similarity(query_vector, self.vectors).flatten()
            
            # Get top strategies with their similarity scores
            sorted_indices = similarities.argsort()[::-1]
            return [(self.strategies[i], float(similarities[i])) for i in sorted_indices[:n]]
        except Exception as e:
            logger.error(f""Error finding similar strategies: {str(e)}"")
            return []",Find strategies similar to a query using TF-IDF similarity.,???Retrieve top matching strategies based on text similarity to a given query.???
2970,compute_concurrency_distribution,"def compute_concurrency_distribution(roots: list[ConcurrencyCallNode]) -> dict[int, float]:
    
    all_nodes = flatten_calls(roots)
    if not all_nodes:
        return {}

    events = []
    for n in all_nodes:
        if n.start_time <= n.end_time:
            events.append((n.start_time, +1))
            events.append((n.end_time, -1))

    events.sort(key=lambda x: x[0])
    dist_map: dict[int, float] = {}
    curr_conc = 0
    prev_time = events[0][0]

    for (time_val, delta) in events:
        if time_val > prev_time:
            length = time_val - prev_time
            dist_map[curr_conc] = dist_map.get(curr_conc, 0.0) + length
        curr_conc += delta
        prev_time = time_val

    return dist_map","Flatten calls, produce (start, +1)/(end, -1), accumulate total time at each concurrency level.",???Calculate time distribution of concurrent events from call nodes.???
2971,remove_tool_for_llm,"def remove_tool_for_llm(self, tool: Tool) -> None:
        
        try:
            self._register_for_llm(tool=tool, api_style=""tool"", is_remove=True)
            self._tools.remove(tool)
        except ValueError:
            raise ValueError(f""Tool {tool} not found in collection"")",Remove a tool (register for LLM tool),"???Remove a tool from the collection, handling errors if not found.???"
2972,fetch,"def fetch(datadir: Path, max_file_size: Optional[int] = None) -> list[PDB]:
    
    data = []
    excluded = 0
    for file in datadir.rglob(""*.cif*""):
        # The clustering file is annotated by pdb_entity id
        pdb_id = str(file.stem).lower()

        # Check file size and skip if too large
        if max_file_size is not None and (file.stat().st_size > max_file_size):
            excluded += 1
            continue

        # Create the target
        target = PDB(id=pdb_id, path=str(file))
        data.append(target)

    print(f""Excluded {excluded} files due to size."")  # noqa: T201
    return data",Fetch the PDB files.,"??? 
Retrieve and filter PDB files by size from a directory, returning valid entries. 
???"
